,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
2103,274783,"R. Brochero, Ramiro Alberto Brochero Vásquez",23,61,68,2028,274824,180,72,,CF,,675000,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2104,274790,"C. Andersen, Casper Glenna Andersen",19,56,73,2026,274831,177,70,,RM,,350000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2105,274795,"S. Appuah, Stredair Owusu Appuah",20,64,74,2029,274836,185,70,,LM,,1300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2106,274798,"Jung Ji Hoon, Ji-hoon Jeong정지훈",20,56,67,2027,274839,175,65,,RM,,325000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2107,274799,"H. O'Connor, Harry O'Connor",18,51,64,2024,274840,180,70,,RM,,140000,2000,,,47.0,41.0,37.0,50.0,42.0,,57.0,47.0,46.0,44.0,53.0,,64.0,66.0,71.0,51.0,60.0,,41.0,40.0,53.0,32.0,45.0,,39.0,41.0,41.0,51.0,44.0,60.0,,32.0,32.0,37.0,,10.0,11.0,14.0,6.0,15.0,,,,,,,,,1
2108,274800,"D. McGuire, Duncan MacAllister McGuire",23,67,73,2024,274841,185,79,,CF,,2100000,6000,,,29.0,69.0,78.0,53.0,38.0,,58.0,39.0,30.0,38.0,61.0,,64.0,65.0,58.0,69.0,59.0,,69.0,85.0,65.0,76.0,54.0,,40.0,25.0,70.0,45.0,55.0,69.0,,14.0,19.0,18.0,,9.0,10.0,6.0,6.0,8.0,,,,,,,,,1
2109,274801,"P. Ademiluyi, Princess Ademiluyi",17,60,77,2025,274842,172,68,,CF,,15000,800,,,31.0,54.0,61.0,61.0,51.0,,67.0,30.0,31.0,45.0,67.0,,63.0,64.0,66.0,56.0,52.0,,53.0,69.0,48.0,68.0,50.0,,26.0,17.0,59.0,44.0,34.0,49.0,,18.0,16.0,15.0,,7.0,13.0,10.0,14.0,6.0,,,,,,,,,1
2110,274802,"M. Stawny, Mateusz Stawny",18,55,70,2024,274843,185,73,,CB,,275000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2111,274803,"J. Vester, Jakob Vester Nielsen",19,61,77,2027,274844,182,70,,CAM,,850000,5000,,,46.0,59.0,44.0,63.0,42.0,,62.0,45.0,33.0,56.0,65.0,,72.0,70.0,69.0,64.0,64.0,,57.0,49.0,62.0,48.0,49.0,,62.0,58.0,65.0,58.0,40.0,64.0,,50.0,56.0,52.0,,9.0,7.0,11.0,5.0,8.0,,,,,,,,,1
2112,274805,"M. Alber, Mara Alber",18,71,81,2026,274846,178,63,,CAM,,35000,1000,,,60.0,72.0,49.0,68.0,33.0,,73.0,52.0,42.0,64.0,75.0,,77.0,75.0,74.0,71.0,62.0,,53.0,67.0,74.0,64.0,66.0,,59.0,68.0,74.0,70.0,58.0,62.0,,38.0,66.0,42.0,,10.0,7.0,9.0,10.0,9.0,,,,,,,,,1
2113,274806,"V. Diehm, Vanessa Diehm",20,72,82,2026,274847,168,58,,CAM,,45000,1000,,,32.0,66.0,58.0,75.0,32.0,,72.0,50.0,56.0,70.0,75.0,,65.0,70.0,74.0,72.0,66.0,,59.0,66.0,67.0,64.0,63.0,,57.0,81.0,77.0,69.0,60.0,64.0,,36.0,70.0,49.0,,11.0,8.0,9.0,13.0,5.0,,,,,,,,,1
2114,274809,"M. Steiner, Marie Steiner",18,63,77,2027,274850,155,52,,CF,,15000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2115,274814,"M. Koskela, Miika Koskela",20,59,72,2026,274855,195,78,,CB,,500000,2000,,,28.0,20.0,59.0,45.0,27.0,,31.0,29.0,27.0,32.0,44.0,,66.0,70.0,45.0,56.0,39.0,,45.0,71.0,46.0,73.0,26.0,,57.0,54.0,26.0,35.0,27.0,48.0,,58.0,62.0,58.0,,10.0,6.0,13.0,8.0,9.0,,,,,,,,,1
2116,274820,"A. Galeano, Aldo Galeano",25,54,59,2024,274861,185,75,,GK,,130000,4000,,,14.0,6.0,11.0,26.0,6.0,,12.0,12.0,14.0,19.0,12.0,,26.0,31.0,24.0,46.0,45.0,,38.0,45.0,19.0,41.0,7.0,,25.0,11.0,7.0,27.0,10.0,37.0,,5.0,10.0,14.0,,52.0,56.0,51.0,52.0,57.0,,,,,,,,,1
2117,274874,"E. Diouf, El Hadji Malick Diouf",19,73,80,2028,274915,183,75,,LB,,5500000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2118,274875,"M. Edgecombe, Max Edgecombe",18,51,62,2025,274916,175,70,,LM,,120000,3000,,,53.0,37.0,39.0,47.0,29.0,,51.0,37.0,35.0,39.0,48.0,,67.0,65.0,70.0,49.0,74.0,,36.0,50.0,59.0,48.0,35.0,,56.0,47.0,48.0,35.0,38.0,39.0,,45.0,42.0,41.0,,9.0,8.0,6.0,14.0,10.0,,,,,,,,,0
2119,274882,"N. Pallas, Noah Pallas",23,61,66,2026,274923,173,69,,LM,,625000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2120,274883,"L. Opitz, Leon Opitz",19,60,74,2026,274924,183,79,,LM,,575000,11000,,,56.0,60.0,37.0,55.0,51.0,,60.0,57.0,42.0,50.0,60.0,,73.0,62.0,66.0,56.0,66.0,,58.0,54.0,58.0,58.0,55.0,,40.0,30.0,58.0,54.0,46.0,54.0,,22.0,46.0,35.0,,10.0,13.0,13.0,10.0,8.0,,,,,,,,,0
2121,274887,"S. Esposito, Sebastian Esposito",17,50,65,2027,274928,184,75,,CB,,100000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2122,274893,"D. Watson, David Shankland Watson",19,66,83,2026,274934,175,68,,CM,,2200000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2123,2204,"P. Demjén, Patrik Demjén",25,68,71,Unknown,274968,186,78,68.0,GK,3.0,0,0,€0,71.0,11.0,12.0,11.0,22.0,15.0,75.0,16.0,12.0,12.0,16.0,19.0,166.0,29.0,24.0,32.0,50.0,31.0,213.0,52.0,56.0,25.0,62.0,18.0,143.0,26.0,26.0,17.0,57.0,17.0,34.0,54.0,19.0,22.0,13.0,344.0,69.0,65.0,69.0,71.0,70.0,1066.0,371.0,1.0,69.0,65.0,69.0,70.0,27.0,1
2124,274929,"E. Eneli, Chukwuemeka Somto ""Emeka"" Eneli",24,72,77,2028,274970,175,70,,CDM,,2200000,6000,,,47.0,49.0,59.0,77.0,42.0,,65.0,43.0,34.0,10.0,65.0,,70.0,70.0,65.0,66.0,77.0,,45.0,64.0,68.0,55.0,44.0,,68.0,70.0,53.0,83.0,40.0,79.0,,69.0,69.0,65.0,,11.0,11.0,13.0,10.0,5.0,,,,,,,,,1
2125,274930,"D. Ehimamiegho, Darren Ehimamiegho",16,50,63,2024,274971,180,72,,CF,,110000,500,,,31.0,52.0,50.0,44.0,39.0,,44.0,37.0,28.0,29.0,45.0,,60.0,57.0,50.0,48.0,66.0,,49.0,62.0,56.0,55.0,44.0,,39.0,13.0,51.0,38.0,47.0,45.0,,17.0,12.0,12.0,,14.0,12.0,12.0,7.0,13.0,,,,,,,,,1
2126,274935,"Alonso Coello, Alonso Coello Camarero",24,63,68,2027,274976,185,82,,CM,,725000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2127,274938,"J. Hjertø-Dahl, Jens Hjertø-Dahl",18,61,78,2027,274979,193,80,,CM,,825000,2000,,,55.0,53.0,60.0,64.0,48.0,,64.0,50.0,33.0,58.0,66.0,,47.0,55.0,33.0,58.0,35.0,,62.0,68.0,55.0,76.0,58.0,,53.0,59.0,59.0,61.0,32.0,53.0,,61.0,59.0,57.0,,11.0,7.0,5.0,7.0,14.0,,,,,,,,,1
2128,274948,"N. Ortegel, Nicolas Ortegel",20,54,68,2025,274989,193,88,,GK,,230000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2129,274967,"J. Neeley, Jack Neeley",19,56,76,2026,275008,185,77,,CB,,375000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2130,274983,"J. Kalumba, Justin-Noël Kalumba Mwana Ngongo",19,63,74,2026,275024,182,75,,CAM,,950000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2131,1431,"I. Maza, Ibrahim Maza",18,70,82,2027,275029,180,70,66.0,CAM,17.0,3700000,7000,€3.3M,285.0,,,,,,312.0,,,,,,353.0,,,,,,287.0,,,,,,253.0,,,,,,,104.0,,,,55.0,,,,,,1649.0,351.0,1.0,70.0,60.0,60.0,71.0,38.0,1
2132,275001,"A. Salazar, Andrés Salazar Osorio",21,65,68,2025,275042,182,75,,LB,,1400000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2133,275002,"A. Cerda, Axel Milovan Cerda Ponce",18,56,75,2024,275043,180,77,,CF,,375000,5000,,,33.0,58.0,55.0,42.0,46.0,,53.0,39.0,32.0,27.0,57.0,,63.0,64.0,57.0,51.0,60.0,,56.0,66.0,39.0,70.0,50.0,,28.0,19.0,59.0,47.0,59.0,48.0,,15.0,15.0,13.0,,6.0,12.0,14.0,6.0,11.0,,,,,,,,,1
2134,275004,"N. Letelier, Nicolás Ignacio Letelier García",19,57,70,2025,275045,174,76,,CM,,400000,5000,,,45.0,42.0,37.0,66.0,26.0,,51.0,38.0,37.0,57.0,59.0,,60.0,64.0,63.0,56.0,72.0,,45.0,51.0,66.0,64.0,46.0,,42.0,52.0,48.0,58.0,40.0,51.0,,42.0,53.0,44.0,,12.0,11.0,6.0,7.0,15.0,,,,,,,,,1
2135,275007,"C. Talbi, Chemsdine Talbi",19,70,84,2027,275048,175,64,,RM,,3100000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2136,275020,"E. Makolli, Elison Makolli",19,59,74,2027,275061,186,75,,CB,,500000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2137,275021,"D. Guðjohnsen, Daníel Tristan Guðjohnsen",18,55,76,2028,275062,188,78,,CAM,,400000,4000,,,33.0,54.0,46.0,51.0,40.0,,59.0,44.0,49.0,40.0,61.0,,65.0,72.0,71.0,54.0,52.0,,48.0,60.0,66.0,70.0,49.0,,50.0,18.0,54.0,50.0,58.0,55.0,,16.0,10.0,14.0,,7.0,13.0,13.0,5.0,6.0,,,,,,,,,1
2138,275028,"A. Lucena, Angelo Yonnier Lucena Soteldo",21,66,74,2024,275069,168,66,,CAM,,1900000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2139,2970,"E. Gökay, Emre Gökay",18,58,77,2025,275071,181,72,59.0,LM,19.0,525000,7000,€1.3M,238.0,54.0,50.0,41.0,54.0,39.0,252.0,64.0,42.0,40.0,49.0,57.0,339.0,76.0,75.0,75.0,48.0,65.0,245.0,53.0,49.0,52.0,47.0,44.0,197.0,33.0,20.0,46.0,49.0,49.0,52.0,67.0,22.0,24.0,21.0,54.0,10.0,9.0,10.0,14.0,11.0,1392.0,307.0,1.0,75.0,49.0,51.0,62.0,24.0,0
2140,275046,"R. Sagrado, Richie Sagrado Sebastiao",20,66,77,2028,275087,183,79,,RM,,2100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2141,275087,"A. Al Julaydan, Ahmed Yousef Ahmed Al-Julaydanأحمد يوسف الجليدان",20,52,68,2029,275128,174,65,,RB,,200000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2142,275088,"I. Touriss, Imane Touriss",19,69,80,2025,275129,167,58,,CAM,,20000,650,,,59.0,67.0,61.0,71.0,59.0,,69.0,48.0,53.0,58.0,73.0,,69.0,73.0,74.0,68.0,72.0,,59.0,56.0,58.0,43.0,66.0,,36.0,26.0,69.0,65.0,57.0,59.0,,18.0,28.0,25.0,,12.0,14.0,10.0,13.0,13.0,,,,,,,,,1
2143,275089,"N. Elphege, Nesta Elphege",23,62,69,2029,275130,196,82,,CF,,800000,5000,,,29.0,63.0,72.0,51.0,52.0,,52.0,39.0,42.0,27.0,59.0,,49.0,65.0,47.0,57.0,36.0,,69.0,81.0,67.0,87.0,55.0,,46.0,22.0,58.0,48.0,62.0,53.0,,19.0,32.0,18.0,,15.0,14.0,5.0,7.0,5.0,,,,,,,,,0
2144,275093,"J. Valadon, Jordi Francis Valadon",21,59,70,2025,275134,174,70,,CAM,,425000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2145,955,"L. Camara, Lamine Camara",20,76,85,2029,275138,173,65,74.0,CM,12.0,16500000,26000,€9.7M,289.0,,,,,,352.0,,,,,,374.0,,,,,,310.0,,,,,,313.0,,,,,,,162.0,,,,61.0,,,,,,1861.0,396.0,1.0,79.0,62.0,71.0,73.0,54.0,1
2146,275122,"R. Belahyane, Reda Belahyaneرضا بلحياني",20,68,81,2028,275163,169,53,,CM,,2900000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2147,275148,"Ye Daochi, Ye Daochi叶道驰",23,56,62,2026,275189,180,72,,RB,,210000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2148,2972,"F. Leysen, Fedde Leysen",20,67,75,2026,275207,187,78,65.0,CB,11.0,2100000,10000,€1.7M,239.0,,,,,,225.0,,,,,,272.0,,,,,,269.0,,,,,,256.0,,,,,,,187.0,,,,49.0,,,,,,1497.0,323.0,1.0,56.0,38.0,50.0,49.0,62.0,0
2149,1433,"G. Doué, Guéla Doué",21,72,82,2029,275208,187,84,70.0,CB,13.0,5000000,13000,€7.1M,228.0,62.0,30.0,69.0,70.0,41.0,259.0,71.0,59.0,32.0,63.0,72.0,322.0,68.0,74.0,65.0,69.0,61.0,306.0,62.0,78.0,67.0,76.0,33.0,259.0,64.0,72.0,59.0,62.0,45.0,72.0,205.0,70.0,74.0,71.0,59.0,11.0,14.0,11.0,14.0,9.0,1638.0,361.0,1.0,70.0,33.0,55.0,65.0,68.0,1
2150,275187,"M. Braun, Manuel Braun",19,58,75,2025,275228,185,77,,CB,,500000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2151,275192,"M. Kowalczyk, Mateusz Kowalczyk",20,63,77,2025,275233,181,75,,CAM,,1200000,7000,,,55.0,59.0,45.0,66.0,58.0,,64.0,61.0,59.0,61.0,68.0,,70.0,72.0,63.0,57.0,65.0,,64.0,57.0,71.0,59.0,59.0,,66.0,51.0,63.0,64.0,53.0,65.0,,52.0,54.0,55.0,,7.0,10.0,11.0,10.0,12.0,,,,,,,,,1
2152,275212,"D. Ruiz, David Antonio Ochoa Posas",20,64,70,2025,275253,183,69,,CM,,1300000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2153,275220,"G. Nevett, George Nevett",18,58,74,2028,275261,185,71,,CB,,475000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2154,275226,"M. Di Pizio, Miguel France Di Pizio",18,60,76,2026,275267,175,68,,CAM,,625000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2155,275230,"O. Boesen, Oskar Adam Rudkjøbing Boesen",19,60,77,2027,275271,182,75,,CAM,,525000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2156,275240,"Ł. Gerstenstein, Lukasz Gerstenstein",19,63,74,2027,275281,175,68,,RM,,1000000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2157,275242,"S. Jansson, Sigge Skorpan Jansson",18,59,77,2025,275283,184,70,,CDM,,350000,3000,,,45.0,31.0,62.0,67.0,30.0,,53.0,40.0,35.0,64.0,54.0,,60.0,57.0,54.0,53.0,62.0,,50.0,58.0,44.0,49.0,26.0,,55.0,48.0,17.0,50.0,43.0,54.0,,56.0,65.0,63.0,,13.0,10.0,8.0,6.0,13.0,,,,,,,,,1
2158,275243,"L. Böggemann, Luca Böggemann",20,56,69,2025,275284,195,80,,GK,,300000,2000,,,10.0,5.0,10.0,18.0,7.0,,8.0,11.0,13.0,29.0,17.0,,20.0,29.0,39.0,39.0,24.0,,39.0,50.0,26.0,63.0,7.0,,19.0,9.0,8.0,23.0,19.0,36.0,,7.0,11.0,10.0,,58.0,60.0,52.0,50.0,63.0,,,,,,,,,1
2159,275253,"R. Donkor, Ronald Donkor",19,63,77,2026,275294,173,70,,CM,,725000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2160,275255,"N. Galves, Nolan Galves",20,63,72,2027,275296,180,70,,RB,,1000000,4000,,,63.0,36.0,55.0,61.0,32.0,,60.0,52.0,52.0,54.0,61.0,,70.0,75.0,58.0,49.0,63.0,,42.0,63.0,73.0,58.0,31.0,,58.0,56.0,46.0,36.0,42.0,49.0,,52.0,62.0,60.0,,10.0,11.0,7.0,5.0,14.0,,,,,,,,,1
2161,275296,"C. Makosso, Christ Melik Makosso",20,65,78,2029,275337,192,80,,CB,,1600000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2162,275297,"C. Baker, Cody William Baker",20,58,71,2026,275338,178,69,,RB,,475000,4000,,,49.0,21.0,44.0,38.0,29.0,,52.0,29.0,31.0,30.0,51.0,,70.0,72.0,69.0,55.0,71.0,,26.0,48.0,64.0,51.0,29.0,,78.0,53.0,44.0,39.0,31.0,46.0,,55.0,59.0,57.0,,6.0,11.0,13.0,10.0,10.0,,,,,,,,,1
2163,275305,"B. Traoré, Bonota Traoré",20,63,74,2026,275346,186,76,,CF,,1100000,4000,,,28.0,69.0,67.0,54.0,63.0,,66.0,33.0,29.0,30.0,70.0,,66.0,53.0,46.0,47.0,55.0,,69.0,67.0,54.0,57.0,47.0,,58.0,26.0,64.0,57.0,60.0,59.0,,25.0,23.0,27.0,,8.0,6.0,8.0,8.0,14.0,,,,,,,,,1
2164,275306,"M. Langstaff, Macaulay Kevin Langstaff",27,67,66,2027,275347,178,70,,CF,,1100000,30000,,,51.0,68.0,61.0,58.0,63.0,,63.0,58.0,47.0,43.0,65.0,,83.0,80.0,76.0,66.0,74.0,,69.0,77.0,90.0,65.0,60.0,,45.0,32.0,69.0,60.0,65.0,64.0,,32.0,34.0,39.0,,8.0,10.0,12.0,5.0,13.0,,,,,,,,,1
2165,275307,"Rúben Rodrigues, Rúben da Rocha Rodrigues",27,68,68,2025,275348,181,79,,CAM,,1300000,9000,,,63.0,66.0,54.0,69.0,65.0,,70.0,67.0,62.0,67.0,70.0,,70.0,72.0,75.0,67.0,73.0,,65.0,69.0,73.0,72.0,67.0,,55.0,62.0,70.0,68.0,62.0,70.0,,60.0,52.0,48.0,,6.0,7.0,12.0,13.0,11.0,,,,,,,,,1
2166,275308,"T. Brooks, Tiernan Brooks",21,56,65,2023,275349,191,84,,GK,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2167,275310,"L. Mahovo, Lucien Mahovo",19,56,72,2028,275351,184,75,,LB,,350000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2168,2977,"Z. El Ouahdi, Zakaria El Ouahdiزكريا الواحدي",22,74,81,2028,275353,172,66,72.0,RB,8.0,8000000,18000,€5.8M,277.0,72.0,58.0,30.0,71.0,52.0,334.0,77.0,66.0,63.0,62.0,75.0,384.0,78.0,69.0,82.0,75.0,84.0,287.0,52.0,56.0,91.0,57.0,55.0,282.0,64.0,73.0,55.0,67.0,58.0,72.0,188.0,60.0,74.0,73.0,46.0,8.0,8.0,11.0,14.0,5.0,1798.0,385.0,1.0,73.0,55.0,67.0,75.0,60.0,1
2169,275358,"L. Azzaro, Lorena Azzaro",23,72,78,2025,275399,169,57,,CF,,30000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2170,275360,"M. Frigan, Matija Frigan",21,70,80,2028,275401,185,78,,CF,,3600000,8000,,,62.0,69.0,66.0,59.0,54.0,,71.0,61.0,53.0,63.0,69.0,,80.0,79.0,72.0,68.0,70.0,,69.0,81.0,73.0,74.0,64.0,,72.0,24.0,73.0,56.0,75.0,62.0,,37.0,38.0,27.0,,6.0,7.0,8.0,8.0,14.0,,,,,,,,,0
2171,275377,"Y. Taha, Younes Taha El Idrissiيونس طه الادريسي",21,67,76,2027,275418,175,67,,CAM,,2300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2172,275378,"D. Verduin, Duke Verduin",20,57,67,2025,275419,195,82,,GK,,300000,3000,,,13.0,10.0,13.0,16.0,10.0,,15.0,15.0,11.0,16.0,11.0,,32.0,29.0,40.0,55.0,37.0,,38.0,52.0,26.0,57.0,10.0,,18.0,9.0,10.0,30.0,14.0,35.0,,8.0,15.0,13.0,,57.0,56.0,50.0,57.0,57.0,,,,,,,,,1
2173,275390,"A. Fariña, Alexis Adrián Fariña Romero",19,64,78,2027,275431,170,65,,CAM,,1400000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2174,275410,"O. Clark, Olivia Clarke",22,67,77,2029,275451,174,65,,GK,,20000,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2175,275427,"Andrés García, Andrés García Robledo",21,70,81,2029,275468,183,82,,RM,,3400000,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2176,275474,"E. Echenique, Ender Jesús Echenique Peña",20,66,75,2025,275515,168,65,,RM,,1900000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2177,275476,"B. Touré, Ben Hamed Touré",20,63,70,2026,275517,185,75,,CF,,950000,4000,,,46.0,63.0,66.0,58.0,59.0,,61.0,45.0,38.0,49.0,62.0,,59.0,60.0,57.0,60.0,59.0,,67.0,67.0,58.0,64.0,62.0,,54.0,22.0,65.0,48.0,62.0,61.0,,18.0,26.0,17.0,,8.0,14.0,9.0,10.0,11.0,,,,,,,,,1
2178,275504,"Alan, Alan de Souza Guimarães",24,72,78,2026,275545,165,57,,CAM,,3700000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2179,275507,"Madson, Madson de Souza Silva",24,70,73,2026,275548,164,54,,LM,,2200000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2180,275508,"A. Al Khaibari, Abdulelah Muhammad Al-Khaibariعبدالإله محمد الخيبري",28,65,65,2029,275549,173,70,,LB,,650000,11000,,,60.0,39.0,44.0,64.0,33.0,,58.0,45.0,50.0,59.0,60.0,,78.0,79.0,66.0,59.0,61.0,,47.0,60.0,63.0,59.0,46.0,,59.0,61.0,55.0,56.0,44.0,52.0,,63.0,62.0,60.0,,6.0,6.0,7.0,12.0,8.0,,,,,,,,,0
2181,275520,"E. Al Muwallad, Eid Mohammed Saeed Al-Muwallad",22,61,70,2026,275561,175,70,,CDM,,700000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2182,275529,"S. Al Zaid, Suhayb Ayman Al Zaid",19,55,72,2029,275570,168,61,,CAM,,325000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2183,275538,"Carla Andrés, Carla Andrés Abad",21,72,81,2025,275579,170,60,,CDM,,40000,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2184,275545,"Ane Campos, Ane Campos Andueza",25,70,75,2025,275586,172,62,,CF,,15000,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2185,275546,"E. Pizarro, Esperanza Pizarro Pagalday",23,73,82,2025,275587,162,52,,CAM,,50000,850,,,72.0,74.0,62.0,77.0,66.0,,71.0,66.0,71.0,74.0,75.0,,64.0,64.0,56.0,65.0,73.0,,71.0,69.0,74.0,68.0,75.0,,54.0,60.0,77.0,76.0,61.0,71.0,,54.0,69.0,50.0,,8.0,7.0,10.0,14.0,15.0,,,,,,,,,1
2186,275548,"A. Álvarez, Andrea Abigail Alvarez Donis",21,74,82,2025,275589,165,55,,CF,,70000,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2187,275553,"T. Janisch, Tim Janisch",18,58,71,2026,275594,171,65,,RM,,475000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2188,275569,"T. Wójtowicz, Tomasz Wójtowicz",20,63,71,2027,275610,181,73,,LM,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2189,275583,"D. Dilmen, Deniz Dilmen",19,64,79,2027,275624,198,76,,GK,,1200000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2190,275591,"D. Mitrović, Danilo MitrovićДанило Митровић",23,61,68,2026,275632,182,70,,RB,,600000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2191,275615,"Liu Yujie, Liu Yujie刘宇杰",20,49,61,2025,275656,173,62,,RM,,110000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
